Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Lat,Long,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
84,,,,,,,,Cuminum cyminum (Cumin),Cuminum cyminum,Cuminum,Apiaceae,Apiales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
85,,,,,,,,Foeniculum vulgare (Fennel),Foeniculum vulgare,Foeniculum,Apiaceae,Apiales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
86,,,,,,,,Gossypium hirsutum (Cotton),Gossypium hirsutum,Gossypium,Malvaceae,Malvales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
87,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
88,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,"Bengal, India",India,Southern Asia,Asia,39.47337,-85.92269,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
89,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Kumaon, India",India,Southern Asia,Asia,23.271731,84.511312,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
90,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Nilgiri, India",India,Southern Asia,Asia,22.963137,86.71579,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
91,,,,,,,,Trachyspermum ammi (Ajwain),Trachyspermum ammi,Trachyspermum,Apiaceae,Apiales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
92,,,,,,,,Vicia faba (Fava Bean),Vicia faba,Vicia,Fabaceae,Fabales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
93,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
94,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,Thailand,Thailand,South-Eastern Asia,Asia,15.127333,101.017438,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
95,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,Thailand,Thailand,South-Eastern Asia,Asia,15.127333,101.017438,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
96,,,,,,,,Sesamum indicum (Sesame),Sesamum indicum,Sesamum,Pedaliaceae,Lamiales,,Thailand,Thailand,South-Eastern Asia,Asia,15.127333,101.017438,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
97,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,Thailand,Thailand,South-Eastern Asia,Asia,15.127333,101.017438,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
98,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,Thailand,Thailand,South-Eastern Asia,Asia,15.127333,101.017438,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
99,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Thailand,Thailand,South-Eastern Asia,Asia,15.127333,101.017438,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
100,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,Thailand,Thailand,South-Eastern Asia,Asia,15.127333,101.017438,,,,,,,"Titatarn 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
101,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,-6.478378,145.241749,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
102,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,-6.478378,145.241749,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
103,,,,,,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,-6.478378,145.241749,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
104,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,-6.478378,145.241749,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
105,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,-6.478378,145.241749,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
106,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,-6.478378,145.241749,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
107,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,Papua New Guinea,Papua New Guinea,Melanesia,Oceania,-6.478378,145.241749,,,,,,,"Tomlinson 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
108,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,Vietnam,Vietnam,South-Eastern Asia,Asia,14.315424,108.339537,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
109,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,Vietnam,Vietnam,South-Eastern Asia,Asia,14.315424,108.339537,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
110,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,Vietnam,Vietnam,South-Eastern Asia,Asia,14.315424,108.339537,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
111,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,Vietnam,Vietnam,South-Eastern Asia,Asia,14.315424,108.339537,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
112,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Vietnam,Vietnam,South-Eastern Asia,Asia,14.315424,108.339537,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
113,,,,,,,,Vicia faba (Fava Bean),Vicia faba,Vicia,Fabaceae,Fabales,,Vietnam,Vietnam,South-Eastern Asia,Asia,14.315424,108.339537,,,,,,,"Tung 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
114,,,,,,,,Brassica rapa (Chinese Cabbage),Brassica rapa,Brassica,Brassicaceae,Brassicales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
115,,,,,,,,Brassica rapa (Chinese Cabbage),Brassica rapa,Brassica,Brassicaceae,Brassicales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
116,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
117,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,9.644251,123.344064,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
118,,,,,,,,Cucurbita maxima (Squash),Cucurbita maxima,Cucurbita,Cucurbitaceae,Cucurbitales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
119,,,,,,,,Foeniculum vulgare (Fennel),Foeniculum vulgare,Foeniculum,Apiaceae,Apiales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
120,,,,,,,,Momordica charantia (Bitter Melon),Momordica charantia,Momordica,Cucurbitaceae,Cucurbitales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
121,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
122,,,,,,,,Phaseolus vulgaris (Common Bean),Phaseolus vulgaris,Phaseolus,Fabaceae,Fabales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
123,,,,,,,,Phaseolus vulgaris (Common Bean),Phaseolus vulgaris,Phaseolus,Fabaceae,Fabales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
124,,,,,,,,Psophocarpus tetragonolobus (Winged Bean),Psophocarpus tetragonolobus,Psophocarpus,Fabaceae,Fabales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
125,,,,,,,,Ricinus communis (Castor Bean),Ricinus communis,Ricinus,Euphorbiaceae,Malpighiales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
126,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
127,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,9.644251,123.344064,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
128,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,"Visayas, Philippines",Philippines,South-Eastern Asia,Asia,14.71902,121.102698,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
129,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
130,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,9.644251,123.344064,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
131,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,"Visayas, Philippines",Philippines,South-Eastern Asia,Asia,14.71902,121.102698,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
132,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Luzon, Philippines",Philippines,South-Eastern Asia,Asia,6.518973,126.093872,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
133,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Mindanao, Philippines",Philippines,South-Eastern Asia,Asia,9.644251,123.344064,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
134,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Visayas, Philippines",Philippines,South-Eastern Asia,Asia,14.71902,121.102698,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
135,,,,,,,,Tagetes erecta (Marigold),Tagetes erecta,Tagetes,Asteraceae,Asterales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
136,,,,,,,,Tectona grandis (Teak),Tectona grandis,Tectona,Lamiaceae,Lamiales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
137,,,,,,,,Vigna unguiculata (Cowpea),Vigna unguiculata,Vigna,Fabaceae,Fabales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
138,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,,,,,,,"Valdez 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
139,,,,,,,,Anthurium sp. (Laceleaf),,Anthurium,Araceae,Alismatales,,"Handessa, Sri Lanka",Sri Lanka,Southern Asia,Asia,7.608085,80.704727,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
140,,,,,,,,Croton hirtus (Hairy Croton),Croton hirtus,Croton,Euphorbiaceae,Malpighiales,,"Kurunegala, Sri Lanka",Sri Lanka,Southern Asia,Asia,7.487046,80.364908,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
141,,,,,,,,Curcuma longa (Turmeric),Curcuma longa,Curcuma,Zingiberaceae,Zingiberales,,"Gampaha, Sri Lanka",Sri Lanka,Southern Asia,Asia,7.09256,79.99514,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
142,,,,,,,,Mesosphaerum suaveolens (Pignut),Mesosphaerum suaveolens,Mesosphaerum,Lamiaceae,Lamiales,,"Kurunegala, Sri Lanka",Sri Lanka,Southern Asia,Asia,7.487046,80.364908,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
143,,,,,,,,Momordica charantia (Bitter Melon),Momordica charantia,Momordica,Cucurbitaceae,Cucurbitales,,"Marassana, Sri Lanka",Sri Lanka,Southern Asia,Asia,7.21731,80.738987,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
144,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,Sri Lanka,Sri Lanka,Southern Asia,Asia,7.608085,80.704727,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
145,,,,,,,,Phaseolus vulgaris (Common Bean),Phaseolus vulgaris,Phaseolus,Fabaceae,Fabales,,"Gannoruwa, Sri Lanka",Sri Lanka,Southern Asia,Asia,7.282448,80.59253,,,,,,,"Velupillai 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
