Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Latitude,Longitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Imported Location,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
4652,I,,47,,RUN2179,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154666,KF154528,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4653,I,,47,,RUN2180,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154667,KF154529,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4654,I,,47,,RUN2181,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154668,KF154530,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4655,I,,47,,RUN2182,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154669,KF154531,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4656,II,IIA,41,,RUN1961,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,5.667013,-53.778297,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154610,KF154472,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4657,II,IIA,41,,RUN1962,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,5.667013,-53.778297,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154611,KF154473,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4658,I,,18,,RUN1963,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,5.667013,-53.778297,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154612,KF154474,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4659,II,IIA,41,,RUN1964,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,5.667013,-53.778297,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154613,KF154475,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4660,II,IIB,4,,RUN1965,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,5.667013,-53.778297,"Mana, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154614,KF154476,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4661,II,IIA,35,,RUN1969,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.849364,-52.32732,"Matoury, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154618,KF154480,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4662,II,IIA,41,,RUN1993,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154642,KF154504,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4663,II,IIA,41,,RUN1994,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154643,KF154505,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4664,II,IIA,41,,RUN1995,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154644,KF154506,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4665,II,IIA,41,,RUN1996,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154645,KF154507,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4666,II,IIB,4,,RUN1997,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154646,KF154508,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4667,II,IIA,41,,RUN1998,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154647,KF154509,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4668,II,IIA,41,,RUN1999,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154648,KF154510,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4669,II,IIA,41,,RUN2000,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154649,KF154511,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4670,II,IIA,41,,RUN2001,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154650,KF154512,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4671,II,IIA,41,,RUN2002,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154651,KF154513,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4672,II,IIA,35,,RUN2173,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.891991,-52.492821,"Montsinery, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154661,KF154523,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4673,II,IIA,38,,RUN2003,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154652,KF154514,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4674,II,IIB,4,,RUN2004,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154653,KF154515,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4675,II,IIA,38,,RUN2005,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154654,KF154516,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4676,II,IIA,38,,RUN2006,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154655,KF154517,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4677,II,IIB,4,,RUN2007,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154656,KF154518,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4678,II,IIA,38,,RUN2008,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154657,KF154519,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4679,II,IIB,4,,RUN2009,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154658,KF154520,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4680,II,IIA,38,,RUN2010,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154659,KF154521,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4681,II,IIB,4,,RUN2011,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154660,KF154522,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4682,II,IIB,4,,RUN2226,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154710,KF154570,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4683,II,IIB,4,,RUN2227,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154711,KF154571,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4684,I,,14,,RUN2229,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154712,KF154572,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4685,II,IIA,38,,RUN2230,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154713,KF154573,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4686,I,,17,,RUN2231,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154714,KF154574,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4687,I,,14,,RUN2234,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154715,KF154575,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4688,I,,14,,RUN2235,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154716,KF154576,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4689,I,,17,,RUN2236,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154717,KF154577,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4690,I,,17,,RUN2237,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154718,KF154578,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4691,I,,14,,RUN2238,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154719,KF154579,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4692,I,,14,,RUN2239,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154720,KF154580,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4693,I,,14,,RUN2240,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154721,KF154581,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4694,I,,14,,RUN2241,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154722,KF154582,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4695,I,,14,,RUN2242,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154722,KF154582,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4696,I,,14,,RUN2174,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.500942,-54.028904,"Saint Laurent du Maroni, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154662,KF154524,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4697,I,,14,,RUN2175,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.500942,-54.028904,"Saint Laurent du Maroni, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154663,KF154525,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4698,I,,14,,RUN2176,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.500942,-54.028904,"Saint Laurent du Maroni, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154664,KF154526,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4699,II,IIA,35,,RUN2183,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154670,KF154532,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4700,II,IIA,39,,RUN2184,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154671,KF154533,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4701,II,IIA,35,,RUN2185,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154672,KF154534,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4702,II,IIA,39,,RUN2186,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154673,KF154535,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4703,II,IIA,39,,RUN2187,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154674,KF154536,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4704,II,IIA,39,,RUN2188,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154675,KF154537,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4705,II,IIA,35,,RUN2189,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154676,KF154538,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4706,II,IIA,35,,RUN2190,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154677,KF154539,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4707,II,IIA,39,,RUN2191,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154678,KF154540,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4708,II,IIA,39,,RUN2192,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154679,KF154541,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4709,II,IIA,35,,RUN2194,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154681,KF154542,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4710,II,IIA,35,,RUN2195,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154682,KF154543,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4711,II,IIA,35,,RUN2196,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154683,KF154544,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4712,II,IIA,35,,RUN2198,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154685,KF154545,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4713,II,IIA,35,,RUN2199,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154686,KF154546,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4714,II,IIA,35,,RUN2200,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154687,KF154547,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4715,II,IIA,35,,RUN2201,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154688,KF154548,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4716,II,IIA,35,,RUN2202,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154689,KF154549,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4717,II,IIA,35,,RUN2203,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154690,KF154550,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4718,II,IIA,35,,RUN2205,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154691,KF154551,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4719,II,IIA,35,,RUN2206,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,5.377145,-52.95735,"Sinnamary, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154692,KF154552,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4720,I,,17,,RUN1988,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,4.572055,-52.470259,"Cacao, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154637,KF154499,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4721,I,,17,,RUN1989,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,4.572055,-52.470259,"Cacao, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154638,KF154500,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4722,I,,17,,RUN1985,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.604817,-53.817838,"Javouhey, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154634,KF154496,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4723,I,,17,,RUN1986,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.604817,-53.817838,"Javouhey, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154635,KF154497,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4724,I,,17,,RUN1987,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.604817,-53.817838,"Javouhey, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154636,KF154498,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4725,I,,17,,RUN1949,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154598,KF154460,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4726,I,,17,,RUN1950,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,5.013751,-52.47339,"Macouria, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154599,KF154461,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4727,II,IIA,38,,RUN1976,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154625,KF154487,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4728,II,IIA,38,,RUN1977,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154626,KF154488,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4729,II,IIA,38,,RUN1978,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154627,KF154489,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
4730,I,,14,,RUN1979,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2011,4.313441,-52.131138,"Regina, French Guiana, France",French Guiana,Southern America,South America,,,,,KF154628,KF154490,,"Deberdt 2014, https://doi.org/10.1094/PHYTO-09-13-0264-R",2014,Tiffany Lowe-Power,
